when,href,area,price,long,lat
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.0368048290637%2C14.329834087069912%5D%2C%22unit%22%3A%2227219780-2659-55%22%2C%22text%22%3A%22Raichlova%202659%2F2%2C%20Praha%22%7D,"Byt, 31 m2",145 161 Kč/m2,14.32983408706991,50.0368048290637
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.064288390742206%2C14.451055142511638%5D%2C%22unit%22%3A%2291410975-1570-31%22%2C%22text%22%3A%22Novgorodsk%C3%A1%201570%2F4%2C%20Praha%22%7D,"Byt, 33 m2",165 663 Kč/m2,14.451055142511,50.064288390742206
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.10258465581215%2C14.396811477910461%5D%2C%22unit%22%3A%2222098933-789-35%22%2C%22text%22%3A%22N%C3%A1rodn%C3%AD%20obrany%20789%2F49%2C%20Praha%22%7D,"Byt 3+kk, 106 m2",132 231 Kč/m2,14.3968114779104,50.10258465581215
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.04313484455793%2C14.552930046503691%5D%2C%22unit%22%3A%2222405755-406-47%22%2C%22text%22%3A%22Nad%20p%C5%99ehradou%20406%2C%20Praha%22%7D,"Byt 2+kk, 44 m2",120 227 Kč/m2,14.5529300465036,50.04313484455793
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.05228589907872%2C14.432711127974652%5D%2C%22unit%22%3A%2221787514-1542-16%22%2C%22text%22%3A%22Pujmanov%C3%A9%201542%2F32%2C%20Praha%22%7D,"Byt, 41 m2",87 654 Kč/m2,14.4327111279746,50.05228589907872
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.13886135209857%2C14.427873113703086%5D%2C%22unit%22%3A%2254632307-898-454%22%2C%22text%22%3A%22V%C3%A1nkov%C3%A1%20898%2F15%2C%20Praha%22%7D,"Byt, 58 m2",137 931 Kč/m2,14.427873113703,50.13886135209857
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.086754065271705%2C14.460218611360649%5D%2C%22unit%22%3A%2221696021-450-7%22%2C%22text%22%3A%22Jeseniova%20446%2F37%2C%20Praha%22%7D,"Byt, 34 m2",151 020 Kč/m2,14.46021861136,50.086754065271705
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B49.95129088431302%2C14.746676074025427%5D%2C%22unit%22%3A%2221078351-183-3%22%2C%22text%22%3A%22K%20Machlovu%20183%2C%20Struha%C5%99ov%22%7D,"Byt, 95 m2",24 903 Kč/m2,14.7466760740254,49.95129088431302
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.05304168285541%2C14.43307569424723%5D%2C%22unit%22%3A%2221787930-1587-18%22%2C%22text%22%3A%22Pujmanov%C3%A9%201588%2F50%2C%20Praha%22%7D,"Byt, 67 m2",114 179 Kč/m2,14.4330756942472,50.05304168285541
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.06944170300743%2C14.4025609419533%5D%2C%22unit%22%3A%2221916071-550-1%22%2C%22text%22%3A%22Klicperova%20550%2F5%2C%20Praha%22%7D,"Byt 2+kk, 70 m2",114 173 Kč/m2,14.4025609419533,50.06944170300743
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.07470136679342%2C14.458311018444926%5D%2C%22unit%22%3A%2227740421-2569-44%22%2C%22text%22%3A%22Korunn%C3%AD%202569%2F108h%2C%20Praha%22%7D,"Byt, 66 m2",241 692 Kč/m2,14.4583110184449,50.07470136679342
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.088441486357404%2C14.370524635850167%5D%2C%22unit%22%3A%2222047379-133-5%22%2C%22text%22%3A%22Na%20Petynce%20133%2F126%2C%20Praha%22%7D,"Byt 2+kk, 35 m2",161 429 Kč/m2,14.37052463585,50.088441486357404
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B49.925960075852444%2C14.64285054128202%5D%2C%22unit%22%3A%2218216013-380-5%22%2C%22text%22%3A%22Velk%C3%A9%20Popovice%20380%22%7D,"Byt, 56 m2",80 000 Kč/m2,14.642850541282,49.925960075852444
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.131698896296335%2C14.378560734853522%5D%2C%22unit%22%3A%2222122001-938-4%22%2C%22text%22%3A%22Kam%C3%BDck%C3%A1%20938%2F73%2C%20Praha%22%7D,"Byt 1+1, 41 m2",146 341 Kč/m2,14.378560734853,50.131698896296335
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.01836126610901%2C14.449242766335262%5D%2C%22unit%22%3A%22111379539-1076-17%22%2C%22text%22%3A%22U%20Nov%C3%A9ho%20dvora%201076%2F2%2C%20Praha%22%7D,"Byt, 56 m2",133 602 Kč/m2,14.4492427663352,50.01836126610901
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.069524127032544%2C14.471834488495102%5D%2C%22unit%22%3A%2222321691-740-8%22%2C%22text%22%3A%22Ki%C5%A1in%C4%9Bvsk%C3%A1%20699%2F9%2C%20Praha%22%7D,"Byt, 72 m2",97 902 Kč/m2,14.471834488495,50.069524127032544
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.08136353986042%2C14.449325655627254%5D%2C%22unit%22%3A%2221706646-1584-30%22%2C%22text%22%3A%22K%C5%99%C3%AD%C5%BEkovsk%C3%A9ho%201584%2F18%2C%20Praha%22%7D,"Byt, 76 m2",92 105 Kč/m2,14.4493256556272,50.08136353986042
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.2019125396202%2C14.685100572542943%5D%2C%22unit%22%3A%2214535882-1110-7%22%2C%22text%22%3A%22S%C3%ADdli%C5%A1t%C4%9B%201110%2F16%2C%20Brand%C3%BDs%20nad%20Labem-Star%C3%A1%20Boleslav%22%7D,"Byt, 56 m2",71 429 Kč/m2,14.68510057254294,50.2019125396202
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.18633892312268%2C14.656547762181507%5D%2C%22unit%22%3A%2214521148-1483-24%22%2C%22text%22%3A%22Ka%C5%A1tanov%C3%A1%201483%2C%20Brand%C3%BDs%20nad%20Labem-Star%C3%A1%20Boleslav%22%7D,"Byt, 39 m2",89 974 Kč/m2,14.6565477621815,50.18633892312268
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.18548975549792%2C15.062556749476487%5D%2C%22unit%22%3A%22108083489-2692-2%22%2C%22text%22%3A%22K%20Rus%C3%ADnku%202692%2C%20Nymburk%22%7D,"Byt, 35 m2",84 840 Kč/m2,15.0625567494764,50.18548975549792
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.09435731823592%2C14.365571483193525%5D%2C%22unit%22%3A%22107603217-476-38%22%2C%22text%22%3A%22Na%20dra%C4%8Dk%C3%A1ch%20476%2F44%2C%20Praha%22%7D,"Byt, 60 m2",137 640 Kč/m2,14.3655714831935,50.09435731823592
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.18548975549792%2C15.062556749476487%5D%2C%22unit%22%3A%22108083489-2692-13%22%2C%22text%22%3A%22K%20Rus%C3%ADnku%202692%2C%20Nymburk%22%7D,"Byt, 54 m2",69 395 Kč/m2,15.0625567494764,50.18548975549792
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.09435731823592%2C14.365571483193525%5D%2C%22unit%22%3A%22107603217-476-69%22%2C%22text%22%3A%22Na%20dra%C4%8Dk%C3%A1ch%20476%2F44%2C%20Praha%22%7D,"Byt, 103 m2",150 431 Kč/m2,14.3655714831935,50.09435731823592
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.032403960259444%2C14.505114755472201%5D%2C%22unit%22%3A%2221833419-1744-106%22%2C%22text%22%3A%22Valentova%201744%2F4%2C%20Praha%22%7D,"Byt 3+kk, 63 m2",103 968 Kč/m2,14.505114755472,50.032403960259444
Prodáno 2. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.423734710196086%2C14.251582436703425%5D%2C%22unit%22%3A%2216741790-1098-3%22%2C%22text%22%3A%22Sokolsk%C3%A1%201098%2C%20Roudnice%20nad%20Labem%22%7D,"Byt, 74 m2",47 106 Kč/m2,14.251582436703,50.423734710196086
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.23291026919045%2C14.412392040864994%5D%2C%22unit%22%3A%22107626021-706-18%22%2C%22text%22%3A%22K%20Cukrovaru%20706%2C%20Odolena%20Voda%22%7D,"Byt, 52 m2",80 528 Kč/m2,14.4123920408649,50.23291026919045
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-9%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 51 m2",95 772 Kč/m2,14.473359038791,50.14670911497916
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.03713147329714%2C14.71979768751899%5D%2C%22unit%22%3A%22107282691-149-207%22%2C%22text%22%3A%22%C5%A0kvorec%20149%22%7D,"Byt, 21 m2",123 694 Kč/m2,14.7197976875189,50.03713147329714
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.03713147329714%2C14.71979768751899%5D%2C%22unit%22%3A%22107282691-149-208%22%2C%22text%22%3A%22%C5%A0kvorec%20149%22%7D,"Byt, 24 m2",114 423 Kč/m2,14.7197976875189,50.03713147329714
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.03713147329714%2C14.71979768751899%5D%2C%22unit%22%3A%22107282691-149-206%22%2C%22text%22%3A%22%C5%A0kvorec%20149%22%7D,"Byt, 22 m2",119 621 Kč/m2,14.7197976875189,50.03713147329714
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.03713147329714%2C14.71979768751899%5D%2C%22unit%22%3A%22107282691-149-205%22%2C%22text%22%3A%22%C5%A0kvorec%20149%22%7D,"Byt, 23 m2",116 868 Kč/m2,14.7197976875189,50.03713147329714
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-15%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 49 m2",93 530 Kč/m2,14.473359038791,50.14670911497916
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.368824123482874%2C14.791905069206898%5D%2C%22unit%22%3A%2215378969-241-1%22%2C%22text%22%3A%22Z%C3%A1meck%C3%A1%20240%2C%20Bezno%22%7D,"Byt 3+1, 78 m2",36 924 Kč/m2,14.791905069206,50.368824123482874
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.03713147329714%2C14.71979768751899%5D%2C%22unit%22%3A%22107282691-149-204%22%2C%22text%22%3A%22%C5%A0kvorec%20149%22%7D,"Byt, 23 m2",116 868 Kč/m2,14.7197976875189,50.03713147329714
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.044049199699934%2C14.514599256661102%5D%2C%22unit%22%3A%2280329993-1580-322%22%2C%22text%22%3A%22Ri%C5%BEsk%C3%A1%201580%2F5%2C%20Praha%22%7D,"Byt, 39 m2",143 590 Kč/m2,14.514599256661,50.044049199699934
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-19%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 27 m2",117 250 Kč/m2,14.473359038791,50.14670911497916
Prodáno 1. 8. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.12513621596165%2C14.272481451977105%5D%2C%22unit%22%3A%22108053024-579-1%22%2C%22text%22%3A%22V%20Kn%C4%9B%C5%BE%C3%ADvce%20579%2C%20Tuchom%C4%9B%C5%99ice%22%7D,"Byt, 82 m2",87 507 Kč/m2,14.2724814519771,50.12513621596165
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.157283456812905%2C14.519316858042185%5D%2C%22unit%22%3A%2226693950-929-59%22%2C%22text%22%3A%22Hakenova%20929%2F2%2C%20Praha%22%7D,"Byt, 95 m2",102 833 Kč/m2,14.519316858042,50.157283456812905
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.041127146341374%2C14.569747548845955%5D%2C%22unit%22%3A%2281216084-734-47%22%2C%22text%22%3A%22Mantovsk%C3%A1%20734%2F3%2C%20Praha%22%7D,"Byt, 39 m2",133 938 Kč/m2,14.569747548845,50.041127146341374
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-22%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 48 m2",110 529 Kč/m2,14.473359038791,50.14670911497916
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.05409263634382%2C14.345806450683025%5D%2C%22unit%22%3A%2222003169-2305-87%22%2C%22text%22%3A%22B%C4%9Bhounkova%202303%2F3%2C%20Praha%22%7D,"Byt, 47 m2",118 161 Kč/m2,14.345806450683,50.05409263634382
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.168168388483686%2C14.391109618116214%5D%2C%22unit%22%3A%2212789330-812-1%22%2C%22text%22%3A%22Olbrachtova%20812%2C%20Roztoky%22%7D,"Byt, 81 m2",78 164 Kč/m2,14.391109618116,50.168168388483686
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.01654189513708%2C14.583332363704306%5D%2C%22unit%22%3A%2227049663-167-10%22%2C%22text%22%3A%22K%20d%C3%A1lnici%20167%2C%20Praha%22%7D,"Byt, 173 m2",89 389 Kč/m2,14.5833323637043,50.01654189513708
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.02862651119144%2C14.528215600689967%5D%2C%22unit%22%3A%2221844933-698-7%22%2C%22text%22%3A%22Sulansk%C3%A9ho%20698%2F10%2C%20Praha%22%7D,"Byt 3+kk, 80 m2",107 828 Kč/m2,14.5282156006899,50.02862651119144
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.042665000545746%2C14.442845303519272%5D%2C%22unit%22%3A%2221755078-974-2%22%2C%22text%22%3A%22Bla%C5%BE%C3%AD%C4%8Dkova%20974%2F6%2C%20Praha%22%7D,"Byt, 54 m2",108 915 Kč/m2,14.442845303519,50.042665000545746
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.126738405441145%2C14.420599043317786%5D%2C%22unit%22%3A%2225104195-735-71%22%2C%22text%22%3A%22Hn%C4%9Bzdensk%C3%A1%20735%2F6%2C%20Praha%22%7D,"Byt 2+kk, 39 m2",138 677 Kč/m2,14.420599043317,50.126738405441145
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.07879353083499%2C14.456716104521448%5D%2C%22unit%22%3A%2221709068-1828-4%22%2C%22text%22%3A%22Radho%C5%A1%C5%A5sk%C3%A1%201828%2F12%2C%20Praha%22%7D,"Byt, 44 m2",104 318 Kč/m2,14.4567161045214,50.07879353083499
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B49.957496891596065%2C14.05013024212678%5D%2C%22unit%22%3A%225903815-1379-204%22%2C%22text%22%3A%22%C5%A0vermova%201379%2F18%2C%20Beroun%22%7D,"Byt, 35 m2",85 879 Kč/m2,14.050130242126,49.957496891596065
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-13%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 48 m2",102 363 Kč/m2,14.473359038791,50.14670911497916
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.09435731823592%2C14.365571483193525%5D%2C%22unit%22%3A%22107603217-476-68%22%2C%22text%22%3A%22Na%20dra%C4%8Dk%C3%A1ch%20476%2F44%2C%20Praha%22%7D,"Byt, 137 m2",145 779 Kč/m2,14.3655714831935,50.09435731823592
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.10756127483026%2C14.526422653341587%5D%2C%22unit%22%3A%2296278625-1130-4101%22%2C%22text%22%3A%22Saarinenova%201130%2F7%2C%20Praha%22%7D,"Byt, 78 m2",133 548 Kč/m2,14.5264226533415,50.10756127483026
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B49.872538626392156%2C14.262777781462091%5D%2C%22unit%22%3A%2212726494-552-15%22%2C%22text%22%3A%22Rud%C3%A9%20arm%C3%A1dy%20552%2C%20Mn%C3%AD%C5%A1ek%20pod%20Brdy%22%7D,"Byt, 32 m2",59 561 Kč/m2,14.262777781462,49.872538626392156
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.13922726544352%2C14.519882813442255%5D%2C%22unit%22%3A%2277530403-759-202%22%2C%22text%22%3A%22Miroslava%20Hajna%20759%2F1%2C%20Praha%22%7D,"Byt 2+kk, 60 m2",117 450 Kč/m2,14.5198828134422,50.13922726544352
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-21%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 31 m2",115 930 Kč/m2,14.473359038791,50.14670911497916
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-17%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 26 m2",106 727 Kč/m2,14.473359038791,50.14670911497916
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.14670911497916%2C14.47335903879108%5D%2C%22unit%22%3A%22108206149-1143-23%22%2C%22text%22%3A%22Praha%201143%2F2%22%7D,"Byt, 49 m2",113 059 Kč/m2,14.473359038791,50.14670911497916
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.10606615253542%2C14.571427006701779%5D%2C%22unit%22%3A%2222265872-899-18%22%2C%22text%22%3A%22Gener%C3%A1la%20Janou%C5%A1ka%20891%2F32%2C%20Praha%22%7D,"Byt, 83 m2",87 952 Kč/m2,14.5714270067017,50.10606615253542
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.11663626969551%2C14.416894898885802%5D%2C%22unit%22%3A%2222149066-7-929%22%2C%22text%22%3A%22Pod%20Havr%C3%A1nkou%207%2F10%2C%20Praha%22%7D,"Byt 3+kk, 105 m2",185 009 Kč/m2,14.4168948988858,50.11663626969551
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B49.984684310738245%2C14.358235183247803%5D%2C%22unit%22%3A%2221638993-1365-14%22%2C%22text%22%3A%22n%C3%A1m%C4%9Bst%C3%AD%20Osvoboditel%C5%AF%201365%2F4%2C%20Praha%22%7D,"Byt 3+1, 73 m2",102 603 Kč/m2,14.358235183247,49.984684310738245
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.058351662975504%2C14.442242164275296%5D%2C%22unit%22%3A%2221783489-1127-17%22%2C%22text%22%3A%22Pod%20l%C3%A1zn%C3%AD%201127%2F4%2C%20Praha%22%7D,"Byt, 25 m2",172 984 Kč/m2,14.442242164275,50.058351662975504
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-919-251%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 58 m2",117 108 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-918-113%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 114 m2",103 788 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-922-554%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 57 m2",116 558 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-922-543%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 86 m2",99 390 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-921-433%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 86 m2",98 182 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-920-313%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 66 m2",108 007 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-920-324%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 38 m2",122 658 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-920-327%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 86 m2",100 405 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-920-317%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 40 m2",116 121 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.1385194041795%2C14.426485180007719%5D%2C%22unit%22%3A%22106824708-918-126%22%2C%22text%22%3A%22Hra%C5%A1eho%20918%2F2%2C%20Praha%22%7D,"Byt, 89 m2",100 575 Kč/m2,14.42648518000771,50.1385194041795
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.08990521085627%2C14.30641637391053%5D%2C%22unit%22%3A%2222014977-859-31%22%2C%22text%22%3A%22Ciolkovsk%C3%A9ho%20859%2F10%2C%20Praha%22%7D,"Byt 2+kk, 43 m2",111 628 Kč/m2,14.3064163739105,50.08990521085627
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.08898500462236%2C14.467216953432764%5D%2C%22unit%22%3A%2221706522-1572-25%22%2C%22text%22%3A%22Zelenky-Hajsk%C3%A9ho%201572%2F10%2C%20Praha%22%7D,"Byt, 40 m2",142 500 Kč/m2,14.4672169534327,50.08898500462236
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B49.94659937307903%2C14.027848347728463%5D%2C%22unit%22%3A%2222460365-359-131%22%2C%22text%22%3A%22Nad%20Stadionem%20356%2C%20Kr%C3%A1l%C5%AFv%20Dv%C5%AFr%22%7D,"Byt, 69 m2",68 215 Kč/m2,14.0278483477284,49.94659937307903
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.10286574475716%2C14.50121337637481%5D%2C%22unit%22%3A%2226246147-935-117%22%2C%22text%22%3A%22Na%20Harf%C4%9B%20935%2F5b%2C%20Praha%22%7D,"Byt, 57 m2",121 908 Kč/m2,14.5012133763748,50.10286574475716
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.12692086217832%2C14.418045322499038%5D%2C%22unit%22%3A%2225511041-767-244%22%2C%22text%22%3A%22Hn%C4%9Bzdensk%C3%A1%20767%2F2%2C%20Praha%22%7D,"Byt 2+kk, 62 m2",103 846 Kč/m2,14.418045322499,50.12692086217832
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B49.8356145951703%2C13.901739885298747%5D%2C%22unit%22%3A%221625411-773-212%22%2C%22text%22%3A%22An%C3%BD%C5%BEova%20773%2F5%2C%20Ho%C5%99ovice%22%7D,"Byt 2+1, 55 m2",66 545 Kč/m2,13.90173988529874,49.8356145951703
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.41538424322339%2C14.913128472054755%5D%2C%22unit%22%3A%2221007454-852-22%22%2C%22text%22%3A%22Pezinsk%C3%A1%20852%2C%20Mlad%C3%A1%20Boleslav%22%7D,"Byt, 74 m2",62 162 Kč/m2,14.9131284720547,50.41538424322339
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.05408832560304%2C14.491516538296063%5D%2C%22unit%22%3A%2222394532-2995-42%22%2C%22text%22%3A%22Brambo%C5%99%C3%ADkov%C3%A1%202995%2F2%2C%20Praha%22%7D,"Byt, 55 m2",100 909 Kč/m2,14.491516538296,50.05408832560304
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.06673018760522%2C14.495664683094985%5D%2C%22unit%22%3A%2222336788-760-9%22%2C%22text%22%3A%22Krabo%C5%A1ick%C3%A1%20760%2F9%2C%20Praha%22%7D,"Byt, 36 m2",143 335 Kč/m2,14.4956646830949,50.06673018760522
Prodáno 29. 7. 2022,https://www.reas.cz/atlas?search=%7B%22point%22%3A%5B50.07458925159307%2C14.441857394770755%5D%2C%22unit%22%3A%2221682917-867-19%22%2C%22text%22%3A%22Bude%C4%8Dsk%C3%A1%20867%2F15%2C%20Praha%22%7D,"Byt, 56 m2",133 452 Kč/m2,14.4418573947707,50.07458925159307
